frame_idx timestamp vx_cam vy_cam vz_cam speed_mps
53 5.523983000 -0.07828 -0.12510 10.19297 10.19404
54 5.628235000 -0.05384 -0.13252 10.29584 10.29683
55 5.732480000 -0.02549 -0.12366 10.35066 10.35143
56 5.836733000 -0.03230 -0.13195 10.34416 10.34505
57 5.940858000 0.01482 -0.13112 10.32609 10.32693
58 6.045107000 -0.02001 -0.15775 10.35159 10.35281
59 6.149354000 -0.00086 -0.12948 10.28348 10.28429
60 6.253481000 -0.04545 -0.09296 10.29931 10.29983
61 6.357731000 -0.03004 -0.12077 10.30649 10.30724
62 6.461983000 -0.08416 -0.12203 10.24543 10.24651
63 6.566109000 -0.03620 -0.13599 10.28397 10.28493
64 6.670359000 -0.07415 -0.11003 10.29137 10.29223
65 6.774485000 -0.02975 -0.07795 10.42586 10.42620
66 6.878731000 -0.05193 -0.08143 10.42775 10.42819
67 6.982859000 -0.01552 -0.13473 10.40284 10.40373
68 7.086981000 0.02284 -0.10234 10.35195 10.35248
69 7.191236000 0.03529 -0.08896 10.35350 10.35394
70 7.295357000 -0.01764 -0.10954 10.36373 10.36433
71 7.399507000 0.00522 -0.08042 10.37916 10.37947
72 7.503734000 -0.01862 -0.04698 10.42089 10.42101
73 7.607858000 -0.05942 -0.06974 10.47911 10.47951
74 7.712108000 -0.02865 -0.09713 10.45785 10.45834
75 7.816232000 0.01195 -0.07579 10.42448 10.42476
76 7.920378000 0.03169 -0.10457 10.43678 10.43735
77 8.024607000 0.02423 -0.10036 10.41051 10.41102
78 8.128736000 0.00759 -0.15996 10.41127 10.41250
79 8.232862000 -0.02971 -0.20712 10.37101 10.37312
80 8.336986000 -0.01689 -0.21286 10.31929 10.32150
81 8.441112000 -0.04838 -0.19839 10.25843 10.26047
82 8.545359000 -0.04959 -0.17330 10.26675 10.26833
83 8.649487000 -0.10353 -0.19520 10.23341 10.23579
84 8.753612000 -0.08154 -0.19386 10.28805 10.29019
85 8.857735000 -0.08599 -0.21867 10.23987 10.24256
86 8.961860000 -0.05949 -0.19461 10.19224 10.19428
87 9.065987000 -0.04931 -0.18398 10.12208 10.12388
88 9.170238000 -0.03900 -0.18280 10.06153 10.06326
89 9.274360000 -0.03389 -0.13864 9.98317 9.98419
90 9.378487000 -0.01553 -0.15257 9.84901 9.85020
91 9.482610000 -0.02124 -0.13680 9.71367 9.71466
92 9.586735000 -0.04694 -0.16539 9.54839 9.54994
93 9.690863000 -0.04746 -0.19708 9.34100 9.34320
94 9.794986000 -0.08092 -0.23879 9.15695 9.16042
95 9.899109000 -0.06853 -0.23577 8.93002 8.93339
96 10.003370000 -0.09016 -0.23316 8.70326 8.70685
97 10.107490000 -0.06148 -0.21682 8.50480 8.50779
98 10.211610000 -0.11629 -0.28642 8.27833 8.28410
99 10.315740000 -0.09657 -0.24230 8.06188 8.06610
100 10.419890000 -0.12796 -0.24206 7.81820 7.82299
101 10.524110000 -0.11151 -0.20988 7.55535 7.55909
102 10.628240000 -0.15311 -0.25619 7.29588 7.30198
103 10.732490000 -0.14682 -0.26780 6.99149 6.99816
104 10.836610000 -0.13347 -0.26176 6.70254 6.70898
105 10.940860000 -0.13166 -0.21020 6.39505 6.39986
106 11.045010000 -0.10991 -0.21893 6.12317 6.12807
107 11.149240000 -0.08540 -0.21958 5.82132 5.82608
108 11.253490000 -0.08600 -0.21000 5.60948 5.61406
109 11.357760000 -0.07988 -0.23042 5.40425 5.40975
110 11.462110000 -0.02907 -0.20997 5.17351 5.17785
111 11.566360000 0.02725 -0.18301 4.95862 4.96207
112 11.670740000 0.07399 -0.15724 4.73928 4.74247
113 11.775110000 0.07776 -0.22361 4.54418 4.55035
114 11.879370000 0.10264 -0.20927 4.31060 4.31690
115 11.983860000 0.12846 -0.23576 4.13211 4.14082
116 12.088240000 0.17695 -0.18667 4.02604 4.03425
117 12.192740000 0.20572 -0.21658 3.94505 3.95634
118 12.297110000 0.26741 -0.14335 3.83880 3.85077
119 12.401640000 0.30714 -0.17859 3.82669 3.84315
120 12.506120000 0.34279 -0.10316 3.69618 3.71347
121 12.610740000 0.37472 -0.13921 3.69874 3.72028
122 12.715240000 0.41933 -0.12863 3.56777 3.59463
123 12.819860000 0.45160 -0.15052 3.60944 3.64069
124 12.924370000 0.48547 -0.10375 3.46258 3.49799
125 13.028860000 0.44058 -0.13230 3.49904 3.52915
126 13.133360000 0.43925 -0.08914 3.46330 3.49218
127 13.237880000 0.50593 -0.08112 3.34921 3.38817
128 13.342370000 0.51296 -0.06505 3.41772 3.45661
129 13.446740000 0.57386 -0.07367 3.25660 3.30759
130 13.551240000 0.52137 -0.08324 3.32698 3.36862
131 13.655610000 0.55880 -0.08483 3.20629 3.25573
132 13.760010000 0.46238 -0.05288 3.33927 3.37155
133 13.864360000 0.52416 -0.00860 3.26939 3.31115
134 13.968740000 0.45231 0.02688 3.41900 3.44890
135 14.073120000 0.49962 -0.01694 3.43582 3.47199
136 14.177490000 0.66567 -0.00455 3.36526 3.43047
137 14.281780000 0.53267 0.01587 3.55507 3.59479
138 14.386120000 0.65544 0.00681 3.47776 3.53899
139 14.490490000 0.55088 -0.03388 3.61095 3.65288
140 14.594740000 0.71055 -0.03411 3.57407 3.64418
141 14.699110000 0.49455 -0.07231 3.69735 3.73098
142 14.803370000 0.45968 -0.06117 3.73401 3.76269
143 14.907610000 0.57902 -0.02012 3.72020 3.76504
144 15.011990000 0.44615 -0.02047 3.90738 3.93282
145 15.116140000 0.54975 -0.02792 3.99256 4.03033
146 15.220240000 0.47250 -0.01930 4.16285 4.18962
147 15.324240000 0.41730 -0.00930 4.26522 4.28559
148 15.428120000 0.24563 -0.05412 4.47312 4.48018
149 15.532120000 0.16155 -0.04033 4.66326 4.66623
150 15.636010000 0.19228 -0.05778 4.81119 4.81537
151 15.739890000 0.27109 -0.09260 4.99878 5.00698
152 15.843870000 0.33887 -0.09970 5.14582 5.15793
153 15.947760000 0.32405 -0.08424 5.31984 5.33037
154 16.051740000 0.15405 0.00896 5.51026 5.51242
155 16.155710000 0.05742 0.02394 5.70597 5.70631
156 16.259530000 0.09704 0.02488 5.95424 5.95508
157 16.363390000 0.14221 0.00595 6.20193 6.20356
158 16.467120000 0.04436 -0.02363 6.32877 6.32897
159 16.570990000 -0.03290 -0.02334 6.51510 6.51522
160 16.674850000 -0.09682 -0.04521 6.63738 6.63824
161 16.778640000 -0.01191 -0.00068 6.83185 6.83186
162 16.882610000 -0.00005 -0.00622 6.96253 6.96253
163 16.986490000 0.00771 -0.03347 7.10586 7.10594
164 17.090490000 -0.06333 -0.07660 7.26362 7.26430
165 17.194620000 -0.02667 -0.09388 7.36404 7.36469
166 17.298620000 -0.00003 -0.10688 7.46705 7.46782
167 17.402740000 -0.00618 -0.12265 7.50500 7.50600
168 17.506740000 0.01747 -0.10351 7.55653 7.55726
169 17.610870000 0.05971 -0.07480 7.66732 7.66792
170 17.715000000 0.07209 -0.10833 7.74697 7.74806
171 17.819120000 -0.02121 -0.14466 7.83427 7.83563
172 17.923370000 -0.04487 -0.14096 7.85620 7.85759
173 18.027490000 -0.02563 -0.10469 7.89643 7.89716
174 18.131620000 -0.04871 -0.09914 7.98248 7.98324
175 18.235760000 -0.12093 -0.10809 8.05625 8.05788
176 18.339870000 -0.15807 -0.15224 8.08241 8.08539
177 18.444000000 -0.09023 -0.14752 8.09756 8.09941
178 18.548250000 -0.13996 -0.15461 8.11764 8.12032
179 18.652370000 -0.12744 -0.21781 8.04939 8.05335
180 18.756500000 -0.05317 -0.25992 7.97377 7.97818
181 18.860740000 0.00244 -0.18854 7.88665 7.88891
182 18.964900000 -0.00532 -0.12456 7.89996 7.90095
183 19.069120000 -0.01332 -0.11765 7.99119 7.99206
184 19.173270000 0.00829 -0.16310 7.98067 7.98234
185 19.277500000 0.01794 -0.19085 7.88071 7.88304
186 19.381800000 -0.02027 -0.19236 7.81101 7.81340
187 19.485910000 -0.04152 -0.18417 7.78060 7.78289
188 19.590340000 -0.01699 -0.16705 7.74993 7.75175
189 19.694390000 -0.00142 -0.18102 7.71666 7.71879
190 19.798650000 -0.02322 -0.20192 7.67410 7.67680
191 19.902930000 -0.05307 -0.17383 7.64446 7.64662
192 20.007130000 -0.06157 -0.14911 7.62313 7.62484
193 20.111410000 -0.03982 -0.20475 7.58583 7.58870
194 20.215660000 -0.02189 -0.20637 7.50971 7.51258
195 20.319990000 -0.01672 -0.20406 7.46975 7.47256
196 20.424610000 0.01020 -0.17673 7.42431 7.42642
197 20.528590000 0.02766 -0.18123 7.40166 7.40393
198 20.633120000 0.01900 -0.21186 7.36352 7.36659
199 20.737490000 -0.01973 -0.21329 7.32979 7.33292
200 20.841310000 -0.04747 -0.19952 7.19985 7.20277
201 20.945510000 -0.04522 -0.16788 7.04178 7.04393
202 21.049750000 -0.04383 -0.18001 6.86267 6.86517
203 21.153990000 -0.04630 -0.19946 6.76598 6.76907
204 21.258280000 -0.03513 -0.19309 6.72722 6.73009
205 21.362520000 -0.06380 -0.16637 6.69022 6.69259
206 21.466850000 -0.04256 -0.16633 6.67645 6.67865
207 21.571010000 -0.01310 -0.14637 6.65503 6.65666
208 21.675510000 -0.02120 -0.13127 6.62021 6.62155
209 21.779630000 -0.08504 -0.13626 6.58058 6.58254
210 21.883890000 -0.08513 -0.14410 6.54157 6.54371
211 21.988560000 -0.00718 -0.11699 6.50350 6.50456
212 22.092530000 0.00131 -0.12221 6.46365 6.46481
213 22.196780000 -0.03857 -0.14629 6.41757 6.41935
214 22.301210000 -0.04780 -0.15901 6.39636 6.39851
215 22.405410000 0.07436 -0.12785 6.33744 6.33917
216 22.509770000 0.10675 -0.10621 6.35585 6.35764
217 22.614140000 0.04619 -0.10597 6.40916 6.41021
218 22.718920000 -0.00858 -0.10906 6.49880 6.49972
219 22.822680000 0.04278 -0.14377 6.51959 6.52132
220 22.926910000 0.04791 -0.13939 6.54551 6.54717
221 23.031260000 0.00630 -0.09980 6.61840 6.61915
222 23.135720000 0.02247 -0.09910 6.74061 6.74138
223 23.239660000 0.03481 -0.11467 6.84369 6.84474
224 23.343940000 -0.03385 -0.12333 6.98119 6.98236
225 23.448150000 -0.04246 -0.12577 6.99735 6.99861
226 23.552380000 -0.00439 -0.11705 7.03659 7.03756
227 23.656510000 0.05614 -0.12035 7.07867 7.07991
228 23.760760000 0.09248 -0.11185 7.15835 7.15982
229 23.865000000 0.00923 -0.09238 7.18815 7.18875
230 23.969260000 -0.05726 -0.09337 7.22836 7.22919
231 24.073430000 -0.04590 -0.13257 7.25809 7.25945
232 24.177660000 -0.06643 -0.72513 7.18133 7.21816
233 24.281890000 -0.17829 -1.20179 7.18766 7.28962
234 24.386170000 -0.13384 -0.74717 7.13630 7.17656
235 24.490410000 -0.13064 -0.87738 7.13233 7.18728
236 24.594630000 -0.05794 -0.55363 7.13537 7.15705
237 24.698880000 -0.05238 -0.66438 7.19828 7.22907
238 24.803130000 -0.06610 -0.46609 7.23491 7.25021
239 24.907380000 -0.10615 -0.47125 7.25670 7.27276
240 25.012020000 -0.06612 -0.38108 7.30088 7.31112
241 25.115970000 -0.10970 -0.38386 7.33484 7.34570
242 25.220150000 -0.09103 -0.29173 7.38264 7.38896
243 25.324430000 -0.08900 -0.30537 7.44716 7.45395
244 25.428740000 -0.07700 -0.27620 7.49547 7.50095
245 25.532890000 -0.10201 -0.25891 7.54166 7.54679
246 25.637140000 -0.05233 -0.27884 7.58494 7.59025
247 25.741410000 -0.03596 -0.22033 7.63994 7.64320
248 25.845770000 -0.08013 -0.17692 7.68546 7.68791
249 25.950030000 -0.05279 -0.18827 7.71543 7.71791
250 26.054250000 -0.02630 -0.18951 7.76522 7.76757
251 26.158530000 -0.03736 -0.14321 7.81579 7.81719
252 26.262800000 -0.05383 -0.13904 7.91998 7.92139
253 26.367040000 -0.00555 -0.14766 7.98037 7.98174
254 26.471270000 -0.07100 -0.15551 8.04066 8.04248
255 26.575550000 -0.09942 -0.11943 8.07356 8.07505
256 26.679760000 -0.10177 -0.14189 8.11306 8.11494
257 26.784000000 -0.06344 -0.13310 8.20483 8.20616
258 26.888310000 -0.07003 -0.15364 8.22109 8.22282
259 26.992430000 -0.09494 -0.22524 8.21004 8.21368
260 27.096690000 -0.06400 -0.26259 8.18975 8.19421
261 27.200890000 -0.06933 -0.19804 8.18939 8.19208
262 27.305190000 -0.11500 -0.14752 8.22732 8.22944
263 27.409410000 -0.10879 -0.17965 8.32060 8.32325
264 27.513640000 -0.06975 -0.18978 8.36095 8.36339
265 27.617880000 -0.05548 -0.17731 8.34165 8.34372
266 27.722410000 -0.05980 -0.18717 8.32590 8.32822
267 27.826410000 -0.06914 -0.19013 8.34584 8.34829
268 27.930640000 -0.03370 -0.17873 8.33505 8.33703
269 28.034970000 -0.01496 -0.19094 8.33565 8.33785
270 28.139150000 -0.02209 -0.19843 8.25340 8.25581
271 28.243410000 -0.02099 -0.20205 8.26245 8.26494
272 28.347630000 -0.06389 -0.17153 8.23227 8.23430
273 28.451910000 -0.09044 -0.18938 8.23472 8.23740
274 28.556140000 -0.10338 -0.22443 8.20091 8.20463
275 28.660380000 -0.07937 -0.22633 8.10295 8.10650
276 28.764800000 -0.08627 -0.20404 8.05760 8.06065
277 28.869010000 -0.05526 -0.16437 8.01702 8.01889
278 28.973270000 -0.03364 -0.18144 7.99869 8.00082
279 29.077510000 -0.01422 -0.20032 7.97488 7.97741
280 29.181800000 -0.01906 -0.20300 7.89374 7.89637
281 29.286110000 -0.00966 -0.20444 7.85866 7.86132
282 29.390270000 -0.03046 -0.19097 7.80207 7.80447
283 29.494560000 -0.04876 -0.16708 7.77600 7.77795
284 29.598790000 -0.04595 -0.18900 7.71659 7.71904
285 29.703090000 -0.02259 -0.19330 7.64999 7.65246
286 29.807270000 -0.02394 -0.17433 7.58698 7.58902
287 29.911660000 -0.03684 -0.14966 7.54479 7.54636
288 30.015910000 -0.03352 -0.15030 7.53517 7.53674
289 30.120140000 -0.01960 -0.14504 7.49009 7.49152
290 30.224420000 -0.01530 -0.14514 7.46924 7.47066
291 30.328670000 -0.09479 -0.19949 7.39292 7.39622
292 30.432920000 -0.07820 -0.18599 7.34565 7.34842
293 30.537140000 0.03196 -0.09395 7.35601 7.35667
294 30.641400000 0.03976 -0.05648 7.38724 7.38756
295 30.745760000 -0.03432 -0.13393 7.43780 7.43908
296 30.850030000 -0.03482 -0.19113 7.34600 7.34857
297 30.954260000 0.01042 -0.17635 7.27303 7.27518
298 31.058390000 -0.05452 -0.11189 7.24238 7.24345
299 31.162620000 -0.06221 -0.13146 7.21081 7.21227
300 31.266890000 0.00092 -0.13040 7.18980 7.19098
301 31.371140000 -0.03392 -0.11400 7.14909 7.15008
302 31.475390000 -0.07337 -0.07003 7.13738 7.13810
303 31.579630000 -0.01764 -0.09199 7.15382 7.15444
304 31.683900000 0.06114 -0.10932 7.14154 7.14263
305 31.788620000 0.06040 -0.13830 7.11556 7.11716
306 31.892590000 0.01443 -0.15082 7.06410 7.06572
307 31.997070000 0.03185 -0.13966 7.01736 7.01882
308 32.101220000 0.05609 -0.14479 6.98738 6.98910
309 32.205560000 0.11064 -0.13296 6.95904 6.96119
310 32.309930000 0.10262 -0.12150 6.96176 6.96358
311 32.414310000 0.14136 -0.11255 6.95017 6.95251
312 32.518590000 0.13087 -0.11440 6.93917 6.94134
313 32.622920000 0.13419 -0.10562 6.92047 6.92257
314 32.727140000 0.15973 -0.12665 6.91685 6.91986
315 32.831540000 0.15873 -0.11060 6.90262 6.90533
316 32.935760000 0.06541 -0.13491 6.85325 6.85489
317 33.040040000 0.07901 -0.09599 6.87249 6.87362
318 33.144180000 0.12435 -0.11095 6.84311 6.84514
319 33.248440000 0.13399 -0.15726 6.81388 6.81701
320 33.352510000 0.03306 -0.16345 6.76337 6.76542
321 33.456640000 0.04591 -0.16348 6.65081 6.65298
322 33.560850000 -0.01702 -0.12322 6.61946 6.62063
323 33.665120000 0.02725 -0.11146 6.60666 6.60766
324 33.769250000 0.02723 -0.10723 6.60356 6.60448
325 33.873500000 0.03520 -0.18596 6.55253 6.55527
326 33.977780000 -0.00586 -0.18599 6.45069 6.45337
327 34.081820000 -0.00457 -0.14352 6.38344 6.38505
328 34.185940000 0.01044 -0.15069 6.34854 6.35034
329 34.289910000 -0.01336 -0.14589 6.32198 6.32367
330 34.394020000 -0.00155 -0.16953 6.28044 6.28273
331 34.498170000 -0.01532 -0.17338 6.21553 6.21797
332 34.602300000 -0.01387 -0.18121 6.15785 6.16053
333 34.706380000 -0.00498 -0.14628 6.11281 6.11457
334 34.810660000 0.03869 -0.14288 6.09518 6.09698
335 34.914790000 0.04090 -0.14415 6.02578 6.02764
336 35.019540000 -0.02042 -0.20681 5.96220 5.96582
337 35.123490000 -0.05964 -0.20086 5.87041 5.87415
338 35.227510000 -0.03848 -0.18483 5.80866 5.81173
339 35.331690000 -0.01885 -0.14112 5.76341 5.76517
340 35.436220000 -0.07569 -0.13559 5.73244 5.73454
341 35.539930000 -0.14485 -0.14157 5.70960 5.71320
342 35.644150000 -0.08524 -0.15301 5.66505 5.66776
343 35.748270000 -0.08775 -0.13599 5.64782 5.65014
344 35.852390000 -0.12129 -0.14259 5.59998 5.60311
345 35.956520000 -0.14422 -0.15323 5.55373 5.55771
346 36.060640000 -0.18936 -0.13567 5.55013 5.55502
347 36.164640000 -0.13493 -0.13166 5.49513 5.49836
348 36.268770000 -0.23432 -0.14285 5.48716 5.49402
349 36.372770000 -0.27097 -0.16796 5.43624 5.44558
350 36.476890000 -0.24910 -0.13710 5.38270 5.39021
351 36.581010000 -0.24323 -0.11953 5.38823 5.39504
352 36.685150000 -0.21902 -0.10301 5.35410 5.35957
353 36.789390000 -0.20990 -0.11278 5.37170 5.37698
354 36.893640000 -0.16769 -0.11454 5.33794 5.34180
355 36.998010000 -0.07181 -0.10205 5.31694 5.31840
356 37.102920000 0.05302 -0.09048 5.27698 5.27802
357 37.207180000 0.08785 -0.07565 5.23407 5.23535
358 37.311660000 0.14474 -0.10375 5.20140 5.20445
359 37.416200000 0.12416 -0.10086 5.15600 5.15848
360 37.520670000 0.08542 -0.08864 5.11096 5.11244
361 37.625170000 0.07741 -0.07948 5.06017 5.06139
362 37.729650000 0.14477 -0.09176 5.03804 5.04095
363 37.834140000 0.18405 -0.10182 4.98784 4.99227
364 37.938540000 0.17168 -0.10375 4.98039 4.98443
365 38.043370000 0.13825 -0.10451 4.93452 4.93757
366 38.147940000 0.10347 -0.10773 4.87493 4.87722
367 38.251530000 0.09550 -0.11973 4.84409 4.84651
368 38.355860000 0.15156 -0.11192 4.78674 4.79045
369 38.460120000 0.15981 -0.11171 4.74490 4.74891
370 38.564400000 0.07366 -0.10982 4.73046 4.73230
371 38.668540000 0.04736 -0.09139 4.68870 4.68983
372 38.772660000 -0.05312 -0.10714 4.68503 4.68655
373 38.876940000 -0.03448 -0.11555 4.66982 4.67138
374 38.981070000 -0.04143 -0.15647 4.63995 4.64277
375 39.085300000 -0.00189 -0.13412 4.59875 4.60070
376 39.189420000 -0.08227 -0.14060 4.56866 4.57157
377 39.293670000 0.00692 -0.09162 4.59574 4.59666
378 39.397920000 -0.02077 -0.03827 4.67794 4.67814
379 39.502140000 -0.01648 -0.03265 4.77951 4.77965
380 39.606400000 -0.00686 -0.04849 4.85884 4.85908
381 39.710790000 0.06978 -0.09384 4.93933 4.94072
382 39.815010000 0.07827 -0.08995 5.01437 5.01579
383 39.919470000 0.03105 -0.07183 5.10692 5.10752
384 40.023700000 0.01266 -0.06015 5.16478 5.16514
385 40.128060000 0.05901 -0.06677 5.25509 5.25584
386 40.232310000 0.08979 -0.08539 5.32964 5.33108
387 40.336550000 0.07312 -0.09049 5.36741 5.36867
388 40.440800000 -0.01255 -0.08662 5.42500 5.42571
389 40.545050000 -0.01096 -0.08325 5.47715 5.47780
390 40.649320000 0.01412 -0.08387 5.53072 5.53138
391 40.753570000 0.09309 -0.11368 5.51917 5.52112
392 40.857780000 0.06528 -0.12790 5.53440 5.53626
393 40.962050000 -0.01890 -0.13755 5.51662 5.51836
394 41.066270000 0.00339 -0.11333 5.49286 5.49403
395 41.170430000 0.00506 -0.12609 5.45766 5.45912
396 41.274690000 -0.00800 -0.12086 5.46747 5.46881
397 41.378780000 -0.04677 -0.14312 5.42555 5.42764
398 41.482890000 -0.05172 -0.13790 5.40538 5.40739
399 41.587170000 -0.04582 -0.13816 5.37416 5.37613
400 41.691270000 -0.06349 -0.12959 5.26234 5.26432
401 41.795430000 -0.08414 -0.12541 5.18328 5.18548
402 41.899560000 -0.08975 -0.10722 5.08565 5.08757
403 42.003780000 -0.09134 -0.10131 4.95470 4.95658
404 42.107930000 -0.10026 -0.09360 4.83307 4.83501
405 42.212070000 -0.07684 -0.09796 4.72053 4.72218
406 42.316180000 -0.05832 -0.11022 4.57972 4.58142
407 42.420400000 -0.08006 -0.12701 4.39251 4.39508
408 42.524580000 -0.12311 -0.12855 4.21139 4.21515
409 42.628660000 -0.17825 -0.11894 4.06553 4.07117
410 42.732820000 -0.20507 -0.11536 3.97229 3.97925
411 42.836790000 -0.20746 -0.10053 3.90793 3.91473
412 42.940920000 -0.24248 -0.10243 3.86766 3.87661
413 43.044930000 -0.21558 -0.08119 3.79244 3.79943
414 43.148930000 -0.30371 -0.07757 3.82025 3.83308
415 43.252900000 -0.34133 -0.06982 3.74662 3.76279
416 43.357740000 -0.43071 -0.08056 3.75983 3.78527
417 43.460950000 -0.45364 -0.08365 3.71852 3.74702
418 43.565080000 -0.39001 -0.09600 3.60588 3.62818
419 43.668930000 -0.42580 -0.12464 3.66094 3.68773
420 43.773070000 -0.38953 -0.12895 3.65538 3.67834
421 43.877060000 -0.30892 -0.13544 3.52733 3.54342
422 43.981040000 -0.39028 -0.12207 3.60009 3.62324
423 44.085170000 -0.36391 -0.11395 3.46966 3.49055
424 44.189150000 -0.41602 -0.09522 3.59315 3.61840
425 44.293150000 -0.43637 -0.08337 3.65217 3.67909
426 44.397150000 -0.39788 -0.06526 3.57002 3.59271
427 44.501140000 -0.48273 -0.06220 3.82102 3.85189
428 44.605140000 -0.54582 -0.05050 3.67905 3.71967
429 44.709450000 -0.62113 -0.08870 3.95570 4.00515
430 44.813580000 -0.54458 -0.07574 3.82498 3.86430
431 44.917460000 -0.50547 -0.06457 4.16517 4.19622
432 45.021230000 -0.49137 -0.03823 4.29090 4.31912
433 45.125340000 -0.47596 -0.03136 4.15941 4.18667
434 45.229310000 -0.55839 -0.04956 4.58702 4.62115
435 45.333290000 -0.66682 -0.05602 4.47620 4.52594
436 45.437440000 -0.62403 -0.09583 4.86178 4.90260
437 45.541680000 -0.56092 -0.10148 5.00318 5.03555
438 45.645680000 -0.59341 -0.09644 4.94229 4.97872
439 45.749840000 -0.49713 -0.08610 5.33671 5.36051
440 45.853900000 -0.53920 -0.09484 5.33440 5.36242
441 45.958150000 -0.45261 -0.10314 5.67537 5.69432
442 46.062500000 -0.49309 -0.09944 5.74225 5.76424
443 46.167710000 -0.39962 -0.08609 6.00451 6.01841
444 46.271110000 -0.35195 -0.10765 6.21509 6.22598
445 46.375430000 -0.35343 -0.10225 6.29068 6.30143
446 46.479940000 -0.27742 -0.11681 6.52402 6.53096
447 46.584500000 -0.23338 -0.10523 6.63746 6.64240
448 46.688930000 -0.19081 -0.11157 6.81860 6.82218
449 46.793320000 -0.17991 -0.09188 6.96781 6.97074
450 46.897820000 -0.18472 -0.09121 7.16222 7.16519
451 47.002150000 -0.20831 -0.11776 7.29922 7.30314
452 47.106530000 -0.24055 -0.09748 7.40976 7.41431
453 47.210900000 -0.20831 -0.09158 7.58736 7.59077
454 47.315280000 -0.17308 -0.09964 7.71957 7.72215
455 47.419800000 -0.13441 -0.13372 7.81772 7.82002
456 47.524300000 -0.10825 -0.11327 7.89337 7.89492
457 47.628840000 -0.01252 -0.12076 8.05287 8.05379
458 47.733280000 0.01058 -0.14688 8.18250 8.18383
459 47.837650000 0.03174 -0.15036 8.30500 8.30642
460 47.942180000 0.02287 -0.13702 8.42595 8.42709
461 48.046420000 0.01194 -0.13788 8.55937 8.56049
462 48.150840000 0.00193 -0.12874 8.63888 8.63984
463 48.255170000 0.00109 -0.12428 8.74249 8.74337
464 48.359390000 0.01854 -0.16424 8.75257 8.75413
465 48.463660000 0.01489 -0.19429 8.74947 8.75163
466 48.567920000 0.02109 -0.18326 8.73642 8.73837
467 48.672200000 0.06128 -0.14325 8.75857 8.75996
468 48.776450000 0.04580 -0.13878 8.80130 8.80251
469 48.880720000 0.03666 -0.15764 8.79636 8.79785
470 48.985000000 0.03267 -0.17080 8.78297 8.78469
