frame_idx,timestamp,vx_cam,vy_cam,vz_cam,speed_mps
119,12.339620000,0.04095,-0.27014,21.58309,21.58482
120,12.443230000,0.04074,-0.26619,21.66859,21.67026
121,12.546850000,0.06753,-0.28046,21.73862,21.74054
122,12.650590000,0.07170,-0.28498,21.83617,21.83815
123,12.754210000,0.06251,-0.26908,21.90826,21.91000
124,12.857820000,0.05123,-0.27958,22.00832,22.01016
125,12.961450000,0.03833,-0.29377,22.07410,22.07609
126,13.065050000,0.04259,-0.30970,22.11424,22.11645
127,13.168790000,0.04515,-0.28533,22.24599,22.24787
128,13.272410000,0.03571,-0.31754,22.30816,22.31045
129,13.376170000,0.04113,-0.28727,22.38432,22.38620
130,13.479770000,0.06590,-0.25566,22.43572,22.43727
131,13.583380000,0.05667,-0.28258,22.60608,22.60792
132,13.687000000,0.05641,-0.28588,22.64620,22.64808
133,13.790730000,0.05633,-0.29936,22.68202,22.68406
134,13.894440000,0.04158,-0.30861,22.75962,22.76175
135,13.998450000,0.03979,-0.32335,22.74884,22.75117
136,14.101800000,0.04707,-0.32425,22.86046,22.86281
137,14.205920000,0.05707,-0.34369,22.88487,22.88752
138,14.309200000,0.10451,-0.33982,22.94047,22.94322
139,14.412870000,0.10653,-0.32404,22.98769,22.99022
140,14.516540000,0.10779,-0.33907,22.98951,22.99227
141,14.620330000,0.08712,-0.34401,23.05827,23.06100
142,14.723680000,0.08814,-0.35644,23.07579,23.07871
143,14.827390000,0.07534,-0.37026,23.10706,23.11015
144,14.931630000,0.07238,-0.36956,23.11137,23.11444
145,15.034850000,0.04332,-0.37011,23.12740,23.13040
146,15.138550000,0.07762,-0.37356,23.18381,23.18695
147,15.242180000,0.09784,-0.36832,23.18865,23.19179
148,15.345730000,0.08064,-0.37100,23.18901,23.19212
149,15.449500000,0.07656,-0.34637,23.21481,23.21752
150,15.553070000,0.06109,-0.36274,23.19898,23.20189
151,15.656680000,0.06183,-0.36392,23.23745,23.24038
152,15.760420000,0.04826,-0.35941,23.23339,23.23622
153,15.864040000,0.05821,-0.37979,23.21728,23.22046
154,15.967780000,0.05610,-0.37673,23.21749,23.22061
155,16.071400000,0.05188,-0.39306,23.15876,23.16215
156,16.175170000,0.04159,-0.35470,23.20678,23.20953
157,16.278760000,0.06293,-0.37691,23.17959,23.18274
158,16.382370000,0.06204,-0.39517,23.16592,23.16937
159,16.486210000,0.06183,-0.36566,23.16044,23.16341
160,16.589730000,0.02458,-0.35077,23.22053,23.22319
161,16.693380000,0.02606,-0.33526,23.28096,23.28339
162,16.796960000,0.02224,-0.32912,23.25938,23.26172
163,16.900690000,0.05430,-0.32964,23.32793,23.33032
164,17.004320000,0.04018,-0.34627,23.30488,23.30748
165,17.107930000,0.03509,-0.33903,23.36587,23.36835
166,17.212260000,0.06079,-0.32385,23.43685,23.43916
167,17.315330000,0.07475,-0.29851,23.53052,23.53253
168,17.418950000,0.08982,-0.26214,23.63220,23.63382
169,17.522740000,0.08617,-0.23804,23.70368,23.70503
170,17.626280000,0.06508,-0.23195,23.86840,23.86962
171,17.730020000,0.07748,-0.23491,23.93997,23.94125
172,17.833610000,0.03200,-0.25176,24.04595,24.04729
173,17.937820000,0.01877,-0.25119,24.12778,24.12909
174,18.041020000,0.04315,-0.23917,24.22818,24.22940
175,18.144610000,0.05429,-0.24107,24.42762,24.42887
176,18.248220000,0.06116,-0.24636,24.49300,24.49432
177,18.351820000,0.02750,-0.24383,24.58213,24.58336
178,18.455670000,0.03683,-0.24313,24.71707,24.71829
179,18.559140000,0.04341,-0.24327,24.80121,24.80244
180,18.663050000,0.03173,-0.24724,24.94684,24.94808
181,18.766280000,0.01574,-0.27021,25.02037,25.02184
182,18.869920000,0.01492,-0.26877,25.10451,25.10595
183,18.973530000,0.02561,-0.23613,25.23460,25.23571
184,19.077140000,-0.01069,-0.23126,25.34035,25.34140
185,19.180870000,-0.02460,-0.24293,25.46973,25.47090
186,19.284530000,-0.00948,-0.24788,25.56501,25.56621
187,19.388220000,0.02768,-0.26766,25.65152,25.65293
188,19.491840000,0.03562,-0.23578,25.71531,25.71641
189,19.595460000,0.04789,-0.27316,25.85438,25.85587
190,19.699070000,0.03619,-0.28537,25.94438,25.94597
191,19.802840000,0.03558,-0.30826,25.96870,25.97055
192,19.906420000,0.02595,-0.36567,25.99381,25.99640
193,20.010030000,0.02065,-0.37068,25.97681,25.97947
194,20.113650000,0.01820,-0.36756,26.04471,26.04731
195,20.217270000,0.03841,-0.36068,26.07584,26.07836
196,20.320880000,0.03710,-0.39220,26.07851,26.08149
197,20.424500000,0.01512,-0.36634,26.10337,26.10595
198,20.528120000,0.04074,-0.33715,26.10173,26.10394
199,20.631730000,0.04779,-0.35585,26.20619,26.20865
200,20.735350000,0.03081,-0.39197,26.20225,26.20520
201,20.838960000,-0.00858,-0.38576,26.20840,26.21124
202,20.942580000,-0.00431,-0.36303,26.21689,26.21940
203,21.046320000,0.00556,-0.36742,26.20420,26.20678
204,21.149940000,0.04748,-0.39457,26.33547,26.33847
205,21.253550000,0.02862,-0.42595,26.24362,26.24709
206,21.357170000,0.05145,-0.45838,26.23579,26.23984
207,21.460820000,0.03376,-0.40103,26.31066,26.31374
208,21.564620000,0.03338,-0.38618,26.28112,26.28398
209,21.668140000,0.02372,-0.39503,26.25480,26.25779
210,21.771790000,0.03952,-0.40667,26.25300,26.25618
211,21.875360000,0.05244,-0.42928,26.24042,26.24399
212,21.979040000,0.06797,-0.44307,26.18234,26.18618
213,22.082650000,0.05130,-0.49978,26.23806,26.24287
214,22.186210000,-0.03089,-0.50162,26.14262,26.14745
215,22.290250000,-0.04860,-0.52737,26.04457,26.04995
216,22.393570000,0.13056,-0.46699,26.08995,26.09446
217,22.497250000,0.17322,-0.32731,26.13330,26.13592
218,22.600850000,0.08182,-0.22767,26.20885,26.20996
219,22.704440000,-0.00312,-0.29744,26.19166,26.19335
220,22.808100000,-0.04560,-0.39007,26.12746,26.13041
221,22.911770000,-0.01182,-0.48614,26.05060,26.05514
222,23.015390000,0.07281,-0.52027,25.98292,25.98823
223,23.119010000,0.07782,-0.55345,25.99628,26.00229
224,23.222650000,0.09824,-0.50056,25.99634,26.00134
225,23.326370000,0.07015,-0.41771,26.00441,26.00786
226,23.430070000,0.01968,-0.40942,25.99073,25.99397
227,23.533710000,0.04507,-0.41843,25.91338,25.91680
228,23.637320000,0.09966,-0.46993,26.00755,26.01199
229,23.741080000,0.08641,-0.44707,25.97224,25.97623
230,23.844680000,0.10237,-0.46224,25.96410,25.96842
231,23.948430000,0.09013,-0.44173,25.98365,25.98757
232,24.052120000,0.07680,-0.42479,25.92451,25.92811
233,24.155650000,0.09264,-0.43812,26.00237,26.00623
234,24.259390000,0.07581,-0.48379,25.92349,25.92811
235,24.363000000,0.04440,-0.47589,25.89385,25.89827
236,24.466620000,0.05233,-0.45748,25.89412,25.89822
237,24.570240000,0.04562,-0.45164,25.89874,25.90272
238,24.673870000,0.04826,-0.45530,25.90937,25.91342
239,24.777590000,0.05824,-0.45000,25.86844,25.87242
240,24.881210000,0.05893,-0.40666,25.88158,25.88484
241,24.984880000,0.09324,-0.40303,25.85232,25.85563
242,25.088320000,0.09338,-0.43674,25.85851,25.86237
243,25.191950000,0.14024,-0.48001,25.78453,25.78938
244,25.295560000,0.12994,-0.40328,25.81300,25.81648
245,25.399160000,0.03588,-0.48215,25.77914,25.78368
246,25.502780000,-0.00023,-0.59398,25.68220,25.68907
247,25.606390000,-0.01303,-0.52403,25.85307,25.85838
248,25.710010000,0.01003,-0.40808,25.84103,25.84425
249,25.813620000,0.05746,-0.32333,25.82157,25.82366
250,25.917260000,0.06356,-0.32883,25.76048,25.76266
251,26.020850000,0.06702,-0.40809,25.71326,25.71658
252,26.124480000,-0.00545,-0.36262,25.80706,25.80961
253,26.228100000,-0.04278,-0.39567,25.78087,25.78394
254,26.331730000,-0.05069,-0.41031,25.72957,25.73289
255,26.435440000,-0.00402,-0.38739,25.72938,25.73230
256,26.539060000,0.05008,-0.38108,25.74458,25.74745
257,26.642670000,0.06623,-0.36851,25.75843,25.76115
258,26.746310000,0.04066,-0.40478,25.72924,25.73245
259,26.849920000,0.02229,-0.42532,25.69422,25.69775
260,26.953530000,0.03890,-0.43132,25.68963,25.69328
261,27.057260000,0.05397,-0.43924,25.64566,25.64948
262,27.160890000,0.08259,-0.41262,25.75076,25.75420
263,27.264530000,0.08862,-0.42386,25.71298,25.71663
264,27.368230000,0.08127,-0.42291,25.69927,25.70287
265,27.471850000,0.06127,-0.43824,25.67379,25.67760
266,27.575480000,0.06190,-0.41222,25.69792,25.70131
267,27.679200000,0.06154,-0.41784,25.67431,25.67779
268,27.782840000,0.06535,-0.44376,25.68827,25.69219
269,27.886560000,0.07245,-0.44204,25.68175,25.68565
270,27.990170000,0.09117,-0.41752,25.66216,25.66572
271,28.093790000,0.07625,-0.41997,25.72708,25.73062
272,28.197410000,0.08086,-0.46635,25.68753,25.69189
273,28.301020000,0.06512,-0.50158,25.68072,25.68570
274,28.404640000,0.07806,-0.48919,25.68209,25.68687
275,28.508250000,0.08362,-0.49698,25.61536,25.62032
276,28.611870000,0.08744,-0.52673,25.75224,25.75777
277,28.715630000,0.06869,-0.49781,25.69999,25.70490
278,28.819230000,0.07561,-0.50882,25.69034,25.69549
279,28.922840000,0.05947,-0.48732,25.68516,25.68985
280,29.026460000,0.07378,-0.47701,25.62776,25.63230
281,29.130070000,0.08175,-0.48834,25.71156,25.71633
282,29.233840000,0.07447,-0.48016,25.69062,25.69522
283,29.337430000,0.07702,-0.48058,25.68700,25.69161
284,29.441040000,0.06526,-0.47612,25.67425,25.67874
285,29.544660000,0.06685,-0.46309,25.68019,25.68446
286,29.648260000,0.07637,-0.44625,25.69867,25.70265
287,29.752010000,0.07117,-0.43630,25.68853,25.69233
288,29.855620000,0.07121,-0.46193,25.69551,25.69976
289,29.959120000,0.08230,-0.44201,25.68534,25.68928
290,30.062730000,0.07591,-0.42835,25.62232,25.62601
291,30.166350000,0.06504,-0.43560,25.75622,25.75998
292,30.269960000,0.06973,-0.45603,25.67735,25.68149
293,30.373580000,0.06658,-0.44606,25.68717,25.69113
294,30.477220000,0.06584,-0.43777,25.71792,25.72173
295,30.580810000,0.06595,-0.43001,25.71712,25.72080
296,30.684470000,0.05137,-0.45225,25.71849,25.72252
297,30.788170000,0.05431,-0.47051,25.68027,25.68464
298,30.891780000,0.05822,-0.46314,25.68696,25.69120
299,30.995560000,0.05792,-0.42872,25.65931,25.66295
300,31.099140000,0.06277,-0.41186,25.77784,25.78120
301,31.202760000,0.07543,-0.42231,25.73420,25.73777
302,31.306520000,0.07835,-0.44413,25.71165,25.71561
303,31.410110000,0.07362,-0.43432,25.69683,25.70060
304,31.513850000,0.07863,-0.43438,25.70923,25.71302
305,31.617470000,0.08215,-0.43128,25.76305,25.76679
306,31.721250000,0.08438,-0.43948,25.76129,25.76517
307,31.824820000,0.06810,-0.43882,25.74942,25.75325
308,31.928570000,0.07295,-0.43926,25.73286,25.73671
309,32.032190000,0.08627,-0.44745,25.67445,25.67850
310,32.135930000,0.08063,-0.41933,25.82529,25.82882
311,32.239540000,0.06846,-0.45364,25.72875,25.73284
312,32.343330000,0.05912,-0.44629,25.71813,25.72207
313,32.447030000,0.07024,-0.46228,25.72435,25.72860
314,32.550780000,0.09064,-0.46149,25.65933,25.66364
315,32.654370000,0.10276,-0.45576,25.69618,25.70043
316,32.758130000,0.10268,-0.45597,25.67469,25.67894
317,32.861740000,0.09063,-0.45030,25.68233,25.68644
318,32.965700000,0.10735,-0.50817,25.64262,25.64788
319,33.070500000,0.08126,-0.48441,25.56179,25.56650
320,33.172920000,0.09141,-0.48206,25.67642,25.68111
321,33.276450000,0.08014,-0.47398,25.62394,25.62844
322,33.380050000,0.07556,-0.44411,25.62137,25.62533
323,33.483810000,0.07489,-0.46625,25.59772,25.60208
324,33.587620000,0.06311,-0.46168,25.61224,25.61648
325,33.691220000,0.08480,-0.47668,25.62901,25.63358
326,33.794940000,0.09811,-0.42105,25.65555,25.65919
327,33.898640000,0.10084,-0.43323,25.65022,25.65408
328,34.002380000,0.08039,-0.44411,25.61386,25.61784
329,34.105990000,0.08462,-0.47848,25.68180,25.68640
330,34.209730000,0.09512,-0.46948,25.62843,25.63290
331,34.313530000,0.09487,-0.44298,25.61620,25.62021
332,34.417100000,0.09233,-0.44663,25.67898,25.68303
333,34.520830000,0.08286,-0.43795,25.62896,25.63284
334,34.624450000,0.07503,-0.43633,25.68634,25.69016
335,34.728060000,0.07032,-0.44714,25.68029,25.68428
336,34.831800000,0.06784,-0.44988,25.66359,25.66762
337,34.935420000,0.06825,-0.43752,25.66113,25.66495
338,35.039150000,0.07612,-0.43303,25.64983,25.65360
339,35.142780000,0.07483,-0.45980,25.69965,25.70388
340,35.246520000,0.07118,-0.42570,25.65922,25.66285
341,35.350130000,0.08561,-0.44951,25.64501,25.64909
342,35.454000000,0.09265,-0.45396,25.61404,25.61823
343,35.557430000,0.08808,-0.43136,25.64432,25.64810
344,35.661090000,0.10855,-0.43211,25.65196,25.65583
345,35.764770000,0.11496,-0.42387,25.62609,25.62985
346,35.868330000,0.10472,-0.44828,25.60050,25.60464
347,35.972070000,0.10236,-0.46023,25.57995,25.58430
348,36.075840000,0.09318,-0.44217,25.57770,25.58170
349,36.179530000,0.09927,-0.42043,25.62384,25.62748
350,36.283280000,0.11511,-0.44448,25.60728,25.61140
351,36.386840000,0.09994,-0.45105,25.57764,25.58181
352,36.490550000,0.10358,-0.44650,25.55392,25.55803
353,36.594140000,0.09678,-0.46127,25.55990,25.56424
354,36.697760000,0.10593,-0.45617,25.62828,25.63256
355,36.801500000,0.11786,-0.43013,25.59295,25.59683
356,36.905210000,0.12447,-0.43413,25.58463,25.58862
357,37.008850000,0.10913,-0.42579,25.57495,25.57872
358,37.112590000,0.10817,-0.43926,25.60285,25.60685
359,37.216330000,0.09949,-0.43083,25.61106,25.61488
360,37.319950000,0.09995,-0.43770,25.61472,25.61866
361,37.423720000,0.11021,-0.43186,25.61158,25.61545
362,37.527300000,0.11925,-0.43112,25.61218,25.61609
363,37.631050000,0.12064,-0.44084,25.65042,25.65449
364,37.734660000,0.12990,-0.42781,25.62784,25.63174
365,37.838400000,0.10571,-0.45013,25.63662,25.64079
366,37.942020000,0.10398,-0.46303,25.61822,25.62261
367,38.045630000,0.12238,-0.45824,25.59021,25.59460
368,38.149250000,0.14076,-0.44234,25.65346,25.65766
369,38.252870000,0.12855,-0.45861,25.63515,25.63958
370,38.356480000,0.13668,-0.45626,25.65757,25.66199
371,38.460100000,0.12135,-0.47037,25.64231,25.64691
372,38.563710000,0.13663,-0.43867,25.60516,25.60928
373,38.667310000,0.13480,-0.42544,25.64033,25.64421
374,38.771060000,0.14042,-0.44201,25.61349,25.61769
375,38.874760000,0.15193,-0.43274,25.61860,25.62270
376,38.978300000,0.16645,-0.43472,25.59829,25.60252
377,39.082020000,0.16834,-0.44807,25.66400,25.66846
378,39.185650000,0.14339,-0.43437,25.60203,25.60611
379,39.289260000,0.12777,-0.39733,25.58699,25.59040
380,39.392880000,0.11888,-0.36740,25.53369,25.53661
381,39.496500000,0.13704,-0.36257,25.50796,25.51090
382,39.600240000,0.12921,-0.30127,25.53768,25.53979
383,39.703850000,0.13208,-0.30328,25.54305,25.54519
384,39.807600000,0.12699,-0.28343,25.53155,25.53344
385,39.911340000,0.11230,-0.35516,25.57989,25.58260
386,40.014950000,0.09439,-0.23495,25.55016,25.55141
387,40.118690000,0.10800,-0.30993,25.54456,25.54667
388,40.222330000,0.15021,-0.32122,25.52643,25.52890
389,40.325920000,0.15627,-0.36983,25.53393,25.53709
390,40.429660000,0.16677,-0.36723,25.52828,25.53147
391,40.533280000,0.14376,-0.39167,25.57499,25.57839
392,40.637020000,0.13147,-0.42121,25.56041,25.56422
393,40.740630000,0.11745,-0.42292,25.54035,25.54412
394,40.844270000,0.12512,-0.43482,25.52485,25.52886
395,40.947990000,0.15788,-0.45434,25.57299,25.57751
396,41.051600000,0.17915,-0.39652,25.55672,25.56042
397,41.155220000,0.18386,-0.38806,25.57222,25.57582
398,41.258960000,0.17807,-0.42399,25.55647,25.56061
399,41.362570000,0.15153,-0.53122,25.54535,25.55132
400,41.466320000,0.15116,-0.49764,25.55361,25.55890
401,41.569920000,0.15777,-0.52252,25.56138,25.56720
402,41.673550000,0.14927,-0.49105,25.61075,25.61589
403,41.777290000,0.15327,-0.49194,25.59624,25.60142
404,41.880900000,0.14571,-0.48289,25.57458,25.57956
405,41.984640000,0.14680,-0.47670,25.58537,25.59023
406,42.088380000,0.15269,-0.50597,25.57719,25.58265
407,42.192000000,0.14897,-0.49384,25.61790,25.62309
408,42.295640000,0.15281,-0.47881,25.59755,25.60249
409,42.399350000,0.17366,-0.43919,25.58932,25.59367
410,42.502970000,0.16495,-0.46587,25.54556,25.55034
411,42.606580000,0.16147,-0.45600,25.62600,25.63057
412,42.710200000,0.14486,-0.45908,25.57248,25.57701
413,42.813810000,0.13762,-0.47170,25.54808,25.55281
414,42.917430000,0.13916,-0.46634,25.53677,25.54141
415,43.021170000,0.15643,-0.44469,25.47575,25.48011
416,43.124790000,0.16503,-0.44600,25.54269,25.54712
417,43.228400000,0.17402,-0.46259,25.48918,25.49397
418,43.332030000,0.17487,-0.46160,25.49237,25.49715
419,43.435640000,0.17093,-0.42703,25.45809,25.46224
420,43.539250000,0.14945,-0.45253,25.42816,25.43263
421,43.642870000,0.14058,-0.48797,25.40385,25.40893
422,43.746480000,0.14352,-0.45918,25.38985,25.39441
423,43.850090000,0.15185,-0.45363,25.40350,25.40801
424,43.953730000,0.16090,-0.42419,25.39959,25.40364
425,44.057450000,0.15591,-0.43034,25.37584,25.37997
426,44.161070000,0.16690,-0.41767,25.45262,25.45659
427,44.264680000,0.17170,-0.40609,25.40642,25.41025
428,44.368290000,0.17421,-0.42972,25.43850,25.44273
429,44.471930000,0.16379,-0.41780,25.42595,25.42991
430,44.575530000,0.16525,-0.40759,25.44442,25.44823
431,44.679140000,0.16724,-0.42665,25.45980,25.46393
432,44.782910000,0.16519,-0.41959,25.47074,25.47473
433,44.886500000,0.15720,-0.40124,25.47422,25.47787
434,44.990110000,0.14530,-0.41321,25.43804,25.44182
435,45.093740000,0.14109,-0.43273,25.52371,25.52777
436,45.197350000,0.15739,-0.39973,25.57725,25.58086
437,45.300980000,0.17261,-0.39637,25.53604,25.53970
438,45.404710000,0.17225,-0.39497,25.55591,25.55954
439,45.508320000,0.17327,-0.40530,25.53743,25.54124
440,45.612070000,0.15255,-0.39211,25.66217,25.66562
441,45.715670000,0.13721,-0.43490,25.60813,25.61219
442,45.819420000,0.13358,-0.41068,25.62868,25.63232
443,45.923030000,0.13634,-0.44449,25.62192,25.62614
444,46.026650000,0.13979,-0.40877,25.61599,25.61963
445,46.130280000,0.12753,-0.40211,25.74652,25.74998
446,46.233900000,0.14427,-0.45467,25.65454,25.65898
447,46.337490000,0.15532,-0.43817,25.69819,25.70240
448,46.441130000,0.17217,-0.39377,25.70600,25.70960
449,46.544720000,0.18671,-0.40359,25.72537,25.72922
450,46.648340000,0.17514,-0.42651,25.73707,25.74120
451,46.752090000,0.16288,-0.46078,25.70190,25.70655
452,46.855700000,0.14378,-0.43551,25.70156,25.70566
453,46.959440000,0.17010,-0.49836,25.65141,25.65682
454,47.063060000,0.20280,-0.49121,25.58326,25.58878
455,47.166550000,0.20803,-0.47279,25.66718,25.67238
456,47.270160000,0.20711,-0.46918,25.61575,25.62088
457,47.373770000,0.19929,-0.46862,25.59442,25.59948
458,47.477390000,0.19913,-0.50206,25.52510,25.53082
459,47.581030000,0.17622,-0.49400,25.51495,25.52034
460,47.684770000,0.16996,-0.50357,25.49701,25.50255
461,47.789310000,0.15974,-0.53091,25.37488,25.38094
462,47.892090000,0.15411,-0.51590,25.38381,25.38952
463,47.995840000,0.16881,-0.49829,25.29611,25.30158
464,48.099490000,0.17405,-0.51374,25.34872,25.35453
465,48.203200000,0.17504,-0.52197,25.27780,25.28379
466,48.306820000,0.17748,-0.49219,25.24699,25.25241
467,48.410450000,0.18799,-0.47834,25.21386,25.21910
468,48.514170000,0.17149,-0.48648,25.13947,25.14476
469,48.617800000,0.15524,-0.47246,25.23101,25.23591
470,48.721660000,0.15778,-0.49022,25.13913,25.14441
471,48.825160000,0.16004,-0.49902,25.11737,25.12284
472,48.928780000,0.16812,-0.47575,25.10685,25.11192
473,49.032370000,0.18659,-0.48549,25.01147,25.01687
474,49.136000000,0.19416,-0.49238,25.10799,25.11357
475,49.239480000,0.20915,-0.47142,25.11248,25.11778
476,49.343220000,0.12566,-0.44581,25.11329,25.11756
477,49.446710000,0.09537,-0.39384,25.05570,25.05898
478,49.550580000,0.06983,-0.51321,24.97125,24.97662
