frame_idx,timestamp,vx_cam,vy_cam,vz_cam,speed_mps
353,1602074889.006476879,-0.01754,-0.30671,6.83863,6.84552
354,1602074889.039476633,-0.03138,-0.29830,6.85994,6.86649
355,1602074889.072476864,-0.03531,-0.30139,6.91199,6.91864
356,1602074889.105477095,-0.03929,-0.30445,6.96404,6.97080
357,1602074889.138477087,-0.04332,-0.30749,7.01608,7.02295
358,1602074889.171477318,-0.04739,-0.31050,7.06813,7.07511
359,1602074889.204477072,-0.04236,-0.31458,7.03860,7.04576
360,1602074889.237477303,-0.03728,-0.31867,7.00908,7.01642
361,1602074889.270477295,-0.03216,-0.32276,6.97957,6.98711
362,1602074889.303477526,-0.02698,-0.32685,6.95008,6.95781
363,1602074889.336477518,-0.02216,-0.32099,6.89477,6.90228
364,1602074889.369477749,-0.01721,-0.31520,6.83949,6.84677
365,1602074889.402477741,-0.01212,-0.30949,6.78422,6.79129
366,1602074889.435477734,-0.00858,-0.30936,6.87740,6.88436
367,1602074889.468477964,-0.00526,-0.30908,6.97061,6.97746
368,1602074889.501477957,-0.00214,-0.30865,7.06383,7.07057
369,1602074889.534478188,0.00078,-0.30807,7.15707,7.16370
370,1602074889.567477942,-0.00115,-0.30412,7.10446,7.11097
371,1602074889.600478172,-0.00297,-0.30030,7.05185,7.05824
372,1602074889.633478165,-0.00467,-0.29661,6.99925,7.00553
373,1602074889.666478395,0.00278,-0.29792,6.94427,6.95066
374,1602074889.699478626,0.01035,-0.29922,6.88933,6.89583
375,1602074889.732478380,0.01804,-0.30052,6.83440,6.84103
376,1602074889.765478611,0.03277,-0.30659,6.95690,6.96372
377,1602074889.798478603,0.04722,-0.31282,7.07942,7.08649
378,1602074889.831478834,0.06140,-0.31923,7.20199,7.20932
379,1602074889.864478827,0.05595,-0.32408,7.27610,7.28353
380,1602074889.897478819,0.05033,-0.32898,7.35021,7.35774
381,1602074889.930478811,0.04455,-0.33393,7.42431,7.43195
382,1602074889.963479042,0.03128,-0.33212,7.36276,7.37031
383,1602074889.996479034,0.01818,-0.33028,7.30118,7.30867
384,1602074890.029479265,0.00523,-0.32840,7.23959,7.24703
385,1602074890.062479258,-0.00018,-0.32411,7.18821,7.19551
386,1602074890.095479250,-0.00545,-0.31984,7.13683,7.14400
387,1602074890.128479481,-0.01059,-0.31560,7.08545,7.09248
388,1602074890.161479473,-0.01559,-0.31139,7.03406,7.04097
389,1602074890.194479704,-0.01040,-0.30613,7.03440,7.04106
390,1602074890.227479458,-0.00521,-0.30086,7.03475,7.04119
391,1602074890.260479689,-0.00002,-0.29558,7.03513,7.04134
392,1602074890.293479681,0.00517,-0.29030,7.03554,7.04153
393,1602074890.326479912,0.01131,-0.29595,7.07351,7.07970
394,1602074890.359480143,0.01732,-0.30160,7.11151,7.11792
395,1602074890.392479897,0.02323,-0.30724,7.14955,7.15619
396,1602074890.425480127,0.02901,-0.31287,7.18762,7.19449
397,1602074890.458480120,0.02339,-0.31723,7.17851,7.18555
398,1602074890.491480350,0.01778,-0.32158,7.16939,7.17662
399,1602074890.524480343,0.01220,-0.32592,7.16026,7.16769
400,1602074890.557480335,0.00665,-0.33026,7.15113,7.15876
401,1602074890.590480566,-0.00089,-0.33286,7.11273,7.12051
402,1602074890.623480558,-0.00832,-0.33539,7.07431,7.08226
403,1602074890.656480789,-0.01564,-0.33786,7.03589,7.04402
404,1602074890.689480782,-0.02285,-0.34026,6.99747,7.00577
405,1602074890.722481012,-0.02219,-0.33803,7.03504,7.04319
406,1602074890.755480766,-0.02163,-0.33578,7.07262,7.08062
407,1602074890.788480997,-0.02118,-0.33351,7.11022,7.11807
408,1602074890.821480989,-0.02082,-0.33121,7.14783,7.15553
409,1602074890.854481220,-0.01029,-0.32685,7.19037,7.19780
410,1602074890.887481451,0.00014,-0.32244,7.23294,7.24013
411,1602074890.920481205,0.01047,-0.31797,7.27554,7.28250
412,1602074890.953481436,0.02070,-0.31344,7.31818,7.32492
413,1602074890.986481428,0.02342,-0.31035,7.33459,7.34119
414,1602074891.019481659,0.02611,-0.30724,7.35101,7.35748
415,1602074891.052481651,0.02877,-0.30411,7.36744,7.37377
416,1602074891.085481644,0.03140,-0.30097,7.38389,7.39008
417,1602074891.118481636,0.01777,-0.30872,7.44689,7.45331
418,1602074891.151481867,0.00401,-0.31647,7.50988,7.51655
419,1602074891.184482098,-0.00988,-0.32423,7.57285,7.57979
420,1602074891.217482090,-0.02389,-0.33199,7.63580,7.64305
421,1602074891.250482082,-0.01950,-0.33366,7.56688,7.57426
422,1602074891.283482075,-0.01500,-0.33528,7.49798,7.50548
423,1602074891.316482306,-0.01037,-0.33685,7.42909,7.43673
424,1602074891.349482298,-0.00562,-0.33838,7.36021,7.36799
425,1602074891.382482529,0.00243,-0.33291,7.29003,7.29763
